Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing
Glen Iris,27 Pascoe St,3,h,1510000.0,PI,hockingstuart,2016-09-10,9.2,3146,3,2,2,370.0,150.4822448979592,1960,-37.8597,145.0883,Southern Metropolitan,10412,1
Glen Iris,5 Charles St,4,h,2010000.0,S,Marshall,2016-12-10,9.2,3146,4,2,2,659.0,212.0,1930,-37.8509,145.0916,Southern Metropolitan,10412,0
Glen Iris,26 Gardiner Pde,4,h,2975000.0,S,Marshall,2016-12-10,9.2,3146,4,3,4,30.0,30.0,1930,-37.8541,145.0643,Southern Metropolitan,10412,0
Glen Iris,10/13 Myrniong St,2,u,585000.0,SP,Marshall,2016-12-10,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,2009,-37.8523,145.0936,Southern Metropolitan,10412,1
Glen Iris,15 Pascoe St,3,h,1275000.0,VB,Tim,2016-12-10,9.2,3146,3,2,2,669.0,174.6326530612245,1965,-37.8596,145.0871,Southern Metropolitan,10412,1
Glen Iris,1/39 Scott Gr,1,u,452000.0,S,RT,2016-12-10,9.2,3146,1,1,1,63.0,52.0,1980,-37.8552,145.05,Southern Metropolitan,10412,0
Glen Iris,1/33 Yeovil Rd,3,t,1625000.0,S,Jellis,2016-12-10,9.2,3146,3,2,2,365.0,151.5273469387755,1884,-37.8526,145.0853,Southern Metropolitan,10412,1
Glen Iris,22 Aintree Rd,4,h,1800000.0,SP,Marshall,2016-11-12,9.2,3146,4,3,2,743.0,183.0612244897959,1888,-37.8566,145.0439,Southern Metropolitan,10412,1
Glen Iris,56 Brandon St,3,h,1820000.0,S,Jellis,2016-11-12,9.2,3146,3,1,3,650.0,136.0,1930,-37.8571,145.0766,Southern Metropolitan,10412,0
Glen Iris,1/6 Edgar St,1,u,291000.0,PI,hockingstuart,2016-11-12,9.2,3146,1,1,1,1097.0,38.0,1982,-37.8576,145.0452,Southern Metropolitan,10412,0
Glen Iris,1/146 Glen Iris Rd,2,u,710000.0,VB,Jellis,2016-11-12,9.2,3146,2,1,2,123.0,92.18795918367347,1970,-37.8567,145.0666,Southern Metropolitan,10412,1
Glen Iris,20 Howitt St,4,h,2376000.0,S,Jellis,2016-11-12,9.2,3146,4,2,2,652.0,230.0,1925,-37.8479,145.0557,Southern Metropolitan,10412,0
Glen Iris,115 Tooronga Rd,2,h,1020000.0,SP,Jellis,2016-11-12,9.2,3146,2,1,0,251.0,135.22448979591837,1910,-37.8627,145.0402,Southern Metropolitan,10412,1
Glen Iris,22 Wills St,3,h,1456000.0,SP,Jellis,2016-11-12,9.2,3146,3,1,2,504.0,142.0,1920,-37.8541,145.0544,Southern Metropolitan,10412,0
Glen Iris,20 Howie St,3,h,1875000.0,S,Marshall,2016-08-13,9.2,3146,3,2,3,607.0,150.5557142857143,1970,-37.8534,145.0735,Southern Metropolitan,10412,1
Glen Iris,294 Tooronga Rd,3,h,1430000.0,S,Marshall,2016-08-13,9.2,3146,3,3,2,385.0,255.0,1950,-37.8524,145.0425,Southern Metropolitan,10412,0
Glen Iris,20 Charles St,6,h,2300000.0,S,Fletchers,2016-05-14,9.2,3146,6,2,2,169.9795918367347,169.9795918367347,1950,-37.8519,145.091,Southern Metropolitan,10412,1
Glen Iris,11/63 Edgar St N,1,t,345000.0,PI,Jellis,2016-05-14,9.2,3146,1,1,1,745.0,44.0,1970,-37.8505,145.0459,Southern Metropolitan,10412,0
Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,2016-05-14,9.2,3146,5,3,1,696.0,248.0,1920,-37.8563,145.0709,Southern Metropolitan,10412,0
Glen Iris,130 High St,4,h,1550000.0,PI,Jellis,2016-05-14,9.2,3146,4,0,0,769.0,177.4,1998,-37.8628,145.0734,Southern Metropolitan,10412,1
Glen Iris,11 Kenilworth Gr,3,h,1625000.0,S,Jellis,2016-05-14,9.2,3146,4,2,4,1005.0,206.7938775510204,1980,-37.8528,145.0487,Southern Metropolitan,10412,1
Glen Iris,2/14 Nash St,2,u,480000.0,SP,Jellis,2016-05-14,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1900,-37.8559,145.049,Southern Metropolitan,10412,1
Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,2016-10-15,9.2,3146,2,1,1,84.0,84.0,1960,-37.8517,145.0796,Southern Metropolitan,10412,0
Glen Iris,2 Celia St,5,h,1960000.0,PI,Gary,2016-10-15,9.2,3146,5,3,2,650.0,213.0295918367347,1940,-37.8534,145.0785,Southern Metropolitan,10412,1
Glen Iris,67 Celia St,4,h,1700000.0,PI,Fletchers,2016-10-15,9.2,3146,4,3,1,650.0,266.0,1946,-37.8581,145.078,Southern Metropolitan,10412,0
Glen Iris,8/18 Edgar St,2,u,680000.0,S,hockingstuart,2016-10-15,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1970,-37.8566,145.0454,Southern Metropolitan,10412,1
Glen Iris,1/15 Scott Gr,3,t,1220000.0,S,Jellis,2016-10-15,9.2,3146,3,2,2,278.0,137.51020408163265,1999,-37.8574,145.0496,Southern Metropolitan,10412,1
Glen Iris,2/67 Staughton Rd,3,h,1375000.0,S,Marshall,2016-10-15,9.2,3146,3,2,2,328.0,176.0,1990,-37.8529,145.0605,Southern Metropolitan,10412,0
Glen Iris,56 Wills St,2,h,920000.0,S,Fletchers,2016-10-15,9.2,3146,2,1,2,334.0,115.0,1930,-37.8577,145.0576,Southern Metropolitan,10412,0
Glen Iris,1/38 Edgar St,2,u,382000.0,SP,hockingstuart,2016-07-16,9.2,3146,2,1,1,1069.0,33.0,1960,-37.8547,145.0457,Southern Metropolitan,10412,0
Glen Iris,1/64 Edgar St N,2,u,545000.0,S,Fletchers,2016-07-16,9.2,3146,3,0,0,106.71836734693879,106.71836734693879,1960,-37.85,145.0465,Southern Metropolitan,10412,1
Glen Iris,1/8 Estella St,4,t,1350000.0,VB,Woodards,2016-07-16,9.2,3146,3,2,2,342.0,149.38571428571427,1967,-37.8622,145.0634,Southern Metropolitan,10412,1
Glen Iris,1597 Malvern Rd,2,h,1280000.0,S,Noel,2016-07-16,9.2,3146,2,1,1,412.0,123.0,1950,-37.8541,145.05100000000004,Southern Metropolitan,10412,0
Glen Iris,27 Celia St,3,h,1825000.0,S,Fletchers,2016-09-17,9.2,3146,3,1,2,652.0,185.82551020408164,2009,-37.8552,145.0785,Southern Metropolitan,10412,1
Glen Iris,116 High St,5,h,2825000.0,PI,Jellis,2016-09-17,9.2,3146,5,4,4,802.0,206.0,2013,-37.8627,145.0719,Southern Metropolitan,10412,0
Glen Iris,1 Maitland St,3,h,2825000.0,S,Jellis,2016-09-17,9.2,3146,4,2,4,885.0,217.0,1910,-37.8577,145.0421,Southern Metropolitan,10412,0
Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,2016-09-17,9.2,3146,3,3,2,366.0,26.0,1999,-37.8503,145.0586,Southern Metropolitan,10412,0
Glen Iris,6/219 Burke Rd,1,u,328000.0,S,Jellis,2017-03-18,9.2,3146,1,1,0,51.38775510204081,51.38775510204081,1910,-37.8588,145.0512,Southern Metropolitan,10412,1
Glen Iris,8 Morell St,4,h,2016000.0,S,Jellis,2017-03-18,9.2,3146,4,2,3,733.0,392.6938775510204,1940,-37.8561,145.0864,Southern Metropolitan,10412,1
Glen Iris,33 Rosedale Rd,5,h,3085000.0,S,Marshall,2017-03-18,9.2,3146,5,3,3,778.0,326.0,2000,-37.8582,145.0715,Southern Metropolitan,10412,0
Glen Iris,33A Scott Gr,3,h,1710000.0,S,Noel,2017-03-18,9.2,3146,3,1,3,557.0,167.0408163265306,1970,-37.8556,145.0499,Southern Metropolitan,10412,1
Glen Iris,23 Somerset Rd,3,h,1770000.0,SP,Noel,2017-03-18,9.2,3146,3,1,3,603.0,148.9422448979592,1965,-37.8503,145.0754,Southern Metropolitan,10412,1
Glen Iris,10 Yeovil Rd,3,h,1765000.0,S,Philip,2017-03-18,9.2,3146,3,1,2,650.0,156.88673469387754,1925,-37.8505,145.0852,Southern Metropolitan,10412,1
Glen Iris,5/138 Milton Pde,2,u,511000.0,S,Marshall,2016-06-18,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1970,-37.8517,145.0459,Southern Metropolitan,10412,1
Glen Iris,14 Rosedale Rd,3,h,2000000.0,PI,Jellis,2016-06-18,9.2,3146,2,1,2,821.0,175.97625918367348,1960,-37.8581,145.0685,Southern Metropolitan,10412,1
Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,2016-06-18,9.2,3146,2,2,2,718.0,184.0,1950,-37.858,145.0696,Southern Metropolitan,10412,0
Glen Iris,20 Ruskin Rd,3,h,1880000.0,S,RT,2016-06-18,9.2,3146,3,2,2,668.0,173.9795918367347,1920,-37.8489,145.0711,Southern Metropolitan,10412,1
Glen Iris,3 Florence St,5,h,2352500.0,PI,Marshall,2016-11-19,9.2,3146,5,3,2,642.0,336.0,1930,-37.859,145.0656,Southern Metropolitan,10412,0
Glen Iris,23 Flowerdale Rd,5,h,3860000.0,S,Marshall,2016-11-19,9.2,3146,5,4,2,830.0,520.0,2009,-37.8563,145.072,Southern Metropolitan,10412,0
Glen Iris,31 Gardiner Pde,4,h,2625000.0,PI,Marshall,2016-11-19,9.2,3146,4,3,2,840.0,326.0,1930,-37.8538,145.0641,Southern Metropolitan,10412,0
Glen Iris,5/1679 Malvern Rd,2,u,856500.0,S,Marshall,2016-11-19,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1960,-37.8566,145.0553,Southern Metropolitan,10412,1
Glen Iris,2b York Rd,5,h,1650000.0,PI,Noel,2016-05-22,9.2,3146,5,2,2,400.0,157.62326530612245,1920,-37.8572,145.0555,Southern Metropolitan,10412,1
Glen Iris,1/58 Edgar St N,2,t,600000.0,VB,Gary,2016-08-22,9.2,3146,2,1,1,1143.0,1143.0,1875,-37.8506,145.0465,Southern Metropolitan,10412,0
Glen Iris,2/13 Estella St,2,u,690000.0,S,O'Donoghues,2016-09-24,9.2,3146,2,1,2,166.0,105.64163265306124,1940,-37.863,145.0631,Southern Metropolitan,10412,1
Glen Iris,7 Hope St,3,t,1200000.0,VB,O'Donoghues,2016-09-24,9.2,3146,3,2,2,541.0,178.03877551020406,1910,-37.8628,145.0486,Southern Metropolitan,10412,1
Glen Iris,15 Howitt St,4,h,3010000.0,S,Kay,2016-09-24,9.2,3146,3,3,2,677.0,195.79591836734693,1910,-37.8476,145.0554,Southern Metropolitan,10412,1
Glen Iris,3/32 Iris Rd,2,u,785000.0,S,Jellis,2016-09-24,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1980,-37.8488,145.0573,Southern Metropolitan,10412,1
Glen Iris,98 Bath Rd,4,h,1950000.0,SP,Marshall,2017-02-25,9.2,3146,4,2,2,775.0,155.0,1960,-37.8561,145.0934,Southern Metropolitan,10412,0
Glen Iris,28 Ferndale Rd,3,h,2200000.0,S,Marshall,2017-02-25,9.2,3146,3,1,2,700.0,142.0,1930,-37.8553,145.0711,Southern Metropolitan,10412,0
Glen Iris,32 Howie St,3,h,1751000.0,S,Jellis,2017-02-25,9.2,3146,3,1,3,609.0,140.0,1930,-37.8542,145.0733,Southern Metropolitan,10412,0
Glen Iris,22 Kyarra Rd,4,h,1857000.0,S,Kay,2017-02-25,9.2,3146,4,2,3,548.0,205.0,1930,-37.8536,145.0547,Southern Metropolitan,10412,0
Glen Iris,14/1737 Malvern Rd,1,u,375000.0,PI,Noel,2017-02-25,9.2,3146,1,1,1,602.0,133.4395918367347,1960,-37.8597,145.0571,Southern Metropolitan,10412,1
Glen Iris,4/15 Rix St,2,u,720000.0,VB,Jellis,2017-02-25,9.2,3146,2,1,2,74.0,74.0,1940,-37.8468,145.0515,Southern Metropolitan,10412,0
Glen Iris,8 Rix St,3,h,1500000.0,S,RT,2017-02-25,9.2,3146,3,1,3,401.0,107.0,1935,-37.8471,145.05100000000004,Southern Metropolitan,10412,0
Glen Iris,78 Valley Pde,4,h,2725000.0,S,Marshall,2017-02-25,9.2,3146,4,3,2,603.0,246.0,2007,-37.8521,145.0657,Southern Metropolitan,10412,0
Glen Iris,8 Hadley Ct,2,h,1723000.0,S,Jellis,2016-07-26,9.2,3146,2,1,1,553.0,160.89795918367346,2010,-37.8464,145.0511,Southern Metropolitan,10412,1
Glen Iris,2/7 Maitland St,2,u,529500.0,S,hockingstuart,2016-07-26,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1999,-37.8572,145.0423,Southern Metropolitan,10412,1
Glen Iris,1687 Malvern Rd,3,h,2800000.0,S,Greg,2016-07-26,9.2,3146,3,1,2,762.0,153.0,1930,-37.8575,145.0554,Southern Metropolitan,10412,0
Glen Iris,21 Beatrice St,3,h,1665000.0,S,hockingstuart,2016-06-27,9.2,3146,3,1,2,685.0,143.0,1941,-37.8538,145.0842,Southern Metropolitan,10412,0
Glen Iris,8/251 Burke Rd,2,u,600000.0,S,hockingstuart,2016-06-27,9.2,3146,2,1,1,80.0,80.0,1960,-37.8555,145.0518,Southern Metropolitan,10412,0
Glen Iris,60 Madeline St,3,h,1420000.0,S,Buxton,2016-06-27,9.2,3146,3,1,2,615.0,607.0,1940,-37.8578,145.0919,Southern Metropolitan,10412,0
Glen Iris,44A Beryl St,3,h,1550000.0,S,Jellis,2016-11-27,9.2,3146,3,2,2,307.0,143.6326530612245,1930,-37.8531,145.086,Southern Metropolitan,10412,1
Glen Iris,3/1526 High St,1,u,420000.0,VB,Jellis,2016-11-27,9.2,3146,1,1,1,805.0,183.26469387755105,2011,-37.8592,145.0484,Southern Metropolitan,10412,1
Glen Iris,53 Madeline St,4,h,1920000.0,S,Marshall,2016-11-27,9.2,3146,4,2,2,706.0,192.9591836734694,2013,-37.8573,145.0904,Southern Metropolitan,10412,1
Glen Iris,21 Park Rd,5,h,2100000.0,S,Jellis,2016-11-27,9.2,3146,5,3,2,696.0,197.1126530612245,1989,-37.8478,145.0566,Southern Metropolitan,10412,1
Glen Iris,14 Queens Pde,5,h,2410000.0,PI,Marshall,2016-11-27,9.2,3146,5,2,2,654.0,354.0,2015,-37.8515,145.0922,Southern Metropolitan,10412,0
Glen Iris,30 Valley Pde,4,h,2100000.0,PI,Marshall,2016-11-27,9.2,3146,4,2,2,645.0,216.0,1930,-37.8516,145.061,Southern Metropolitan,10412,0
Glen Iris,4/68 Edgar St N,2,u,390000.0,S,hockingstuart,2016-05-28,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1973,-37.8497,145.0466,Southern Metropolitan,10412,1
Glen Iris,3 Fairview Gr,5,h,3365000.0,S,RT,2016-05-28,9.2,3146,5,2,2,1339.0,270.0,1925,-37.8649,145.0547,Southern Metropolitan,10412,0
Glen Iris,1 Rosedale Rd,4,h,1390000.0,S,Noel,2016-05-28,9.2,3146,3,2,3,397.0,150.4804081632653,2010,-37.8578,145.06799999999996,Southern Metropolitan,10412,1
Glen Iris,59 Staughton Rd,4,h,1802000.0,S,J,2016-05-28,9.2,3146,4,3,2,394.0,141.55102040816325,1980,-37.8523,145.0603,Southern Metropolitan,10412,1
Glen Iris,2 Bell St,3,h,1310000.0,S,Marshall,2016-08-28,9.2,3146,3,1,2,464.0,146.19387755102042,1877,-37.8539,145.0702,Southern Metropolitan,10412,1
Glen Iris,24 Brandon St,3,h,1931000.0,S,Jellis,2016-08-28,9.2,3146,3,2,2,648.0,193.0,1975,-37.8547,145.0771,Southern Metropolitan,10412,0
Glen Iris,45 Rosedale Rd,4,h,2000000.0,PI,RT,2016-08-28,9.2,3146,3,2,4,401.0,155.98673469387757,2008,-37.8583,145.0726,Southern Metropolitan,10412,1
Glen Iris,318 Tooronga Rd,2,h,1250000.0,S,Marshall,2016-08-28,9.2,3146,2,1,2,438.0,107.0,1910,-37.8511,145.0428,Southern Metropolitan,10412,0
Glen Iris,35 Adrian St,5,h,2400000.0,VB,Jellis,2016-07-30,9.2,3146,5,3,2,709.0,672.0,1930,-37.8529,145.0806,Southern Metropolitan,10412,0
Glen Iris,8/13 Glenvale Rd,2,u,460000.0,PI,hockingstuart,2016-07-30,9.2,3146,2,1,1,72.20408163265306,72.20408163265306,1877,-37.8578,145.0537,Southern Metropolitan,10412,1
Glenroy,89 John St,3,h,610000.0,S,Ray,2016-09-03,13.0,3046,3,1,2,696.0,118.0,1960,-37.6972,144.9431,Northern Metropolitan,8870,0
Glenroy,55 Daley St,3,h,610000.0,S,Walshe,2016-12-03,13.0,3046,3,1,3,640.0,144.0,1960,-37.6979,144.9335,Northern Metropolitan,8870,0
Glenroy,2/74 Daley St,3,t,555000.0,SP,Stockdale,2016-12-03,13.0,3046,3,2,2,244.0,3.0,1960,-37.6969,144.9299,Northern Metropolitan,8870,0
Glenroy,62 Farview St,3,h,500000.0,S,Nelson,2016-12-03,13.0,3046,3,1,1,336.0,137.14285714285714,2005,-37.7088,144.9356,Northern Metropolitan,8870,1
Glenroy,39 Morley St,3,h,806500.0,S,Barry,2016-12-03,13.0,3046,3,1,2,766.0,127.0,1965,-37.6988,144.9372,Northern Metropolitan,8870,0
Glenroy,23 Wheatsheaf Rd,5,h,1150000.0,PI,Barry,2016-12-03,13.0,3046,5,3,2,700.0,211.20102040816326,1985,-37.7095,144.9253,Northern Metropolitan,8870,1
Glenroy,13 Acacia St,5,h,850000.0,PI,Barry,2017-03-04,13.0,3046,5,3,1,487.0,160.21020408163267,1900,-37.7088,144.92600000000004,Northern Metropolitan,8870,1
Glenroy,2 Roy St,4,h,550000.0,VB,Peter,2017-03-04,13.0,3046,4,2,1,683.0,138.0,2017,-37.6964,144.9314,Northern Metropolitan,8870,0
Glenroy,42 Sadie St,3,h,822000.0,S,Stockdale,2017-03-04,13.0,3046,3,1,4,700.0,105.0,1950,-37.6988,144.9438,Northern Metropolitan,8870,0
Glenroy,15 Stanley St,3,h,980000.0,SP,Brad,2017-03-04,13.0,3046,3,2,3,1029.0,136.0,1950,-37.7115,144.9147,Northern Metropolitan,8870,0
Glenroy,123 Glenroy Rd,3,h,670000.0,S,Stockdale,2016-08-06,13.0,3046,3,1,1,652.0,185.82551020408164,1890,-37.7062,144.9261,Northern Metropolitan,8870,1
Glenroy,3/27 Harold St,2,u,430000.0,PI,Jason,2016-08-06,13.0,3046,2,1,1,164.0,100.0,2010,-37.7072,144.9252,Northern Metropolitan,8870,0
Glenroy,45 Stanley St,2,h,852500.0,S,Barry,2016-08-06,13.0,3046,2,1,2,832.0,187.24489795918367,1920,-37.7126,144.9122,Northern Metropolitan,8870,1
Glenroy,46 Stanley St,4,h,1025000.0,S,Burnham,2016-08-06,13.0,3046,4,2,4,1011.0,206.61020408163265,2013,-37.712,144.9127,Northern Metropolitan,8870,1
Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,2016-05-07,13.0,3046,2,1,1,164.0,114.0,2010,-37.7082,144.9178,Northern Metropolitan,8870,0
Glenroy,79 Glen St,2,h,530000.0,SP,Barry,2016-11-07,13.0,3046,2,1,2,643.0,152.24489795918367,2013,-37.6978,144.9276,Northern Metropolitan,8870,1
Glenroy,11 Caldwell St,3,h,721000.0,S,YPA,2016-10-08,13.0,3046,3,1,2,674.0,188.9387755102041,1976,-37.7102,144.9362,Northern Metropolitan,8870,1
Glenroy,1 Gordon Ct,3,h,737000.0,S,Stockdale,2016-10-08,13.0,3046,3,1,4,640.0,97.0,1950,-37.6986,144.9243,Northern Metropolitan,8870,0
Glenroy,134 John St,3,h,575500.0,S,hockingstuart,2016-10-08,13.0,3046,3,1,1,701.0,165.6091836734694,1940,-37.6953,144.9397,Northern Metropolitan,8870,1
Glenroy,4 Lyons St,3,h,600000.0,S,Barry,2016-10-08,13.0,3046,3,1,2,702.0,151.6122448979592,1950,-37.6999,144.9387,Northern Metropolitan,8870,1
Glenroy,24a Morell St,3,h,460000.0,SP,Raine,2016-10-08,13.0,3046,3,2,2,224.0,3.0,1950,-37.702,144.9507,Northern Metropolitan,8870,0
Glenroy,1/919 Pascoe Vale Rd,3,t,370000.0,PI,Walshe,2016-10-08,13.0,3046,3,2,1,259.0,138.91020408163266,2003,-37.6977,144.9149,Northern Metropolitan,8870,1
Glenroy,6 Cosmos St,3,h,691000.0,S,Stockdale,2016-09-10,13.0,3046,3,1,2,753.0,173.78979591836736,1920,-37.7065,144.9374,Northern Metropolitan,8870,1
Glenroy,62 Everard St,3,h,500000.0,S,Nelson,2016-09-10,13.0,3046,3,1,1,589.0,143.0857142857143,2009,-37.6993,144.9393,Northern Metropolitan,8870,1
Glenroy,3/28 Stanley St,3,t,545000.0,S,Barry,2016-09-10,13.0,3046,3,2,1,136.0,130.0,2014,-37.7112,144.9142,Northern Metropolitan,8870,0
Glenroy,30 Bourchier St,3,h,670000.0,PI,Brad,2016-12-10,13.0,3046,3,1,4,734.0,140.0,1960,-37.7007,144.9378,Northern Metropolitan,8870,0
Glenroy,44 Daley St,3,h,572000.0,S,Walshe,2016-12-10,13.0,3046,3,1,2,627.0,171.09448979591835,1930,-37.6974,144.9326,Northern Metropolitan,8870,1
Glenroy,6 Dromana St,4,h,702000.0,S,Eview,2016-12-10,13.0,3046,4,1,4,606.0,124.0,1956,-37.7104,144.9088,Northern Metropolitan,8870,0
Glenroy,137 Glenroy Rd,2,h,730000.0,S,Barry,2016-12-10,13.0,3046,2,1,1,705.0,115.0,1950,-37.706,144.9245,Northern Metropolitan,8870,0
Glenroy,24 Trevannion St,3,h,711500.0,S,Stockdale,2016-12-10,13.0,3046,3,1,3,667.0,81.0,1950,-37.7005,144.9185,Northern Metropolitan,8870,0
Glenroy,1 Tudor St,3,h,820000.0,VB,Nelson,2016-12-10,13.0,3046,3,2,4,805.0,195.65244897959187,1990,-37.708,144.9211,Northern Metropolitan,8870,1
Glenroy,45 Cosmos St,5,h,810000.0,S,Stockdale,2017-03-11,13.0,3046,5,4,4,695.0,176.0,1950,-37.7028,144.9377,Northern Metropolitan,8870,0
Glenroy,9/11 Currajong St,2,u,250000.0,SP,Barry,2016-11-12,13.0,3046,2,1,1,61.0,61.0,1970,-37.711,144.9178,Northern Metropolitan,8870,0
Glenroy,1/1 Danae St,3,t,460000.0,S,Eview,2016-11-12,13.0,3046,3,1,1,325.0,106.0,1970,-37.7001,144.9291,Northern Metropolitan,8870,0
Glenroy,24 Sadie St,3,h,793000.0,S,Eview,2016-11-12,13.0,3046,3,1,2,780.0,120.0,1960,-37.7,144.9427,Northern Metropolitan,8870,0
Glenroy,7/89 Station Rd,2,u,340000.0,S,Nelson,2016-11-12,13.0,3046,2,1,1,74.0,74.0,1970,-37.7071,144.9176,Northern Metropolitan,8870,0
Glenroy,57 View St,3,h,596000.0,S,Hodges,2016-11-12,13.0,3046,3,1,3,624.0,157.6326530612245,1980,-37.6967,144.9313,Northern Metropolitan,8870,1
Glenroy,149 Augustine Tce,3,h,447500.0,S,Melbourne,2016-10-15,13.0,3046,3,1,1,320.0,130.0,2000,-37.6949,144.9122,Northern Metropolitan,8870,0
Glenroy,45 Fran St,3,h,588000.0,S,YPA,2016-10-15,13.0,3046,3,1,1,616.0,125.0,1960,-37.7029,144.9053,Northern Metropolitan,8870,0
Glenroy,1/25 Morell St,3,h,420000.0,PI,Raine,2016-10-15,13.0,3046,3,1,2,96.0,96.0,1960,-37.7025,144.9504,Northern Metropolitan,8870,0
Glenroy,2/22 Sadie St,2,u,410000.0,SP,Brad,2016-10-15,13.0,3046,2,1,2,200.0,81.0,2000,-37.7002,144.9428,Northern Metropolitan,8870,0
Glenroy,44 Widford St,3,h,688000.0,S,Stockdale,2016-10-15,13.0,3046,3,1,4,700.0,169.24489795918367,2005,-37.7022,144.924,Northern Metropolitan,8870,1
Glenroy,57 Widford St,3,h,612500.0,S,Stockdale,2016-10-15,13.0,3046,3,2,3,635.0,182.74448979591835,1965,-37.7006,144.9239,Northern Metropolitan,8870,1
Glenroy,40 View St,3,h,525000.0,S,Brad,2016-04-16,13.0,3046,3,1,1,665.0,85.0,1950,-37.6966,144.9331,Northern Metropolitan,8870,0
Glenroy,10 Anselm Gr,3,h,703000.0,S,Eview,2016-09-17,13.0,3046,3,1,4,704.0,102.0,1960,-37.7021,144.9136,Northern Metropolitan,8870,0
Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,2016-09-17,13.0,3046,3,2,1,252.0,150.0,2014,-37.7006,144.9299,Northern Metropolitan,8870,0
Glenroy,55 Fran St,5,h,705000.0,PI,Barry,2016-09-17,13.0,3046,5,3,2,612.0,205.93367346938774,1970,-37.7022,144.9054,Northern Metropolitan,8870,1
Glenroy,21A Cosmos St,3,h,577000.0,S,Barry,2017-03-18,13.0,3046,3,1,2,706.0,171.53061224489795,1970,-37.7053,144.9372,Northern Metropolitan,8870,1
Glenroy,2/36 Prospect St,4,t,607000.0,S,YPA,2017-03-18,13.0,3046,4,3,2,131.0,131.0,2014,-37.7102,144.9112,Northern Metropolitan,8870,0
Glenroy,139 John St,3,h,765500.0,S,Barry,2016-06-18,13.0,3046,3,2,2,780.0,180.0,1970,-37.6955,144.9389,Northern Metropolitan,8870,0
Glenroy,2/709 Pascoe Vale Rd,3,u,470000.0,SP,Barry,2016-06-18,13.0,3046,3,1,2,187.0,99.0,2014,-37.7098,144.9163,Northern Metropolitan,8870,0
Glenroy,1/2 Prospect St,3,u,482500.0,SP,Brad,2016-06-18,13.0,3046,3,1,1,265.0,136.1530612244898,1995,-37.7083,144.9158,Northern Metropolitan,8870,1
Glenroy,48 Everard St,3,h,580000.0,S,Barry,2016-11-19,13.0,3046,3,1,2,650.0,142.0,1960,-37.7002,144.9408,Northern Metropolitan,8870,0
Glenroy,3/4 Murrell St,2,t,434500.0,S,Eview,2016-11-19,13.0,3046,2,1,1,125.0,96.90714285714286,1975,-37.7042,144.9211,Northern Metropolitan,8870,1
Glenroy,1/38 Stanley St,2,u,620250.0,S,Stockdale,2016-11-19,13.0,3046,2,1,2,253.0,91.0,2012,-37.7117,144.9135,Northern Metropolitan,8870,0
Glenroy,128 Widford St,3,h,710000.0,S,Stockdale,2016-11-19,13.0,3046,3,1,1,796.0,104.0,1960,-37.6955,144.9253,Northern Metropolitan,8870,0
Glenroy,54 Cromwell St,4,h,630000.0,S,Stockdale,2016-05-22,13.0,3046,3,1,2,630.0,130.0,1960,-37.7002,144.9232,Northern Metropolitan,8870,0
Glenroy,37 Farview St,2,t,420000.0,SP,Stockdale,2016-05-22,13.0,3046,2,1,1,307.0,137.0,2013,-37.7117,144.9348,Northern Metropolitan,8870,1
Glenroy,106 Outlook Dr,3,h,600000.0,S,Stockdale,2016-05-22,13.0,3046,3,1,4,541.0,139.0,1968,-37.7051,144.9069,Northern Metropolitan,8870,0
Glenroy,1/7 Harold St,3,t,550000.0,SP,Stockdale,2016-08-22,13.0,3046,3,2,2,212.0,129.0,2010,-37.7073,144.9277,Northern Metropolitan,8870,0
Glenroy,2/27 Morley St,3,u,460000.0,S,Barry,2016-08-22,13.0,3046,3,2,1,190.0,117.93877551020408,1950,-37.6997,144.9367,Northern Metropolitan,8870,1
Glenroy,46 Moonee Bvd,4,h,600000.0,SP,Stockdale,2016-04-23,13.0,3046,4,1,2,586.0,159.0,1968,-37.6975,144.9065,Northern Metropolitan,8870,0
Glenroy,47 Cardinal Rd,4,h,1217500.0,S,Barry,2016-09-24,13.0,3046,4,3,2,693.0,192.0,2014,-37.7111,144.9275,Northern Metropolitan,8870,0
Glenroy,135 Hilton St,3,h,600000.0,SP,Barry,2016-09-24,13.0,3046,3,1,2,599.0,150.0,1960,-37.7009,144.9291,Northern Metropolitan,8870,0
